"ProbeName","Gene_id","name","Annot","Variant","Ctl_1","Ctl_2","Ctl_3","A_1","A_2","A_3","B_1","B_2","B_3"
"GE_BrightCorner",NA,NA,NA,FALSE,3.63289036890769,-0.103405935017673,-1.05283557906227,1.85082767772389,4.17465079593849,0.0387541964855294,4.36024095906085,2.24249483647311,-0.956993077930904
"DarkCorner",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DarkCorner",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PFF1065C_v7.1_P4/4","PF3D7_0622100",NA,"cvd. Pl. prot. ukwn. func.",FALSE,0.806657389289046,-2.23612402151239,-0.690574720108776,1.84448359066444,-1.68097180476605,-1.21229035795939,0.487082339341588,-0.99832458734596,0.149315509375926
"PFC0210C_v7.1_P2/2","PF3D7_0304600","CSP","circumsporozoite (CS) prot.",FALSE,1.00774099813834,1.03938099028926,0.013758483179939,1.85650187639048,1.02991057989473,0.195202146651165,1.31942487898565,0.985225838527581,0.0386024787143511
"PFI0530C_v7.1_P2/2","PF3D7_0910900",NA,"DNA primase large subunit put.",FALSE,-0.758141425397188,-1.63719220509217,0.379473906073833,-0.724397439594064,-1.24371506159775,0.64867210149372,-0.594020407519794,-1.66872108738533,0.12440426505471
"PFC0500W_v7.1_P1/2","PF3D7_0311800",NA,"ATP synthase F0 subunit d-like prot. put.",FALSE,-0.253069504857702,-0.867180943627256,-0.246295147486763,-1.26220897044468,0.011159324321121,-0.623896958792243,-0.520225674702549,-0.892015693013311,-0.858556906031688
"PFL0730W_v7.1_P3/3","PF3D7_1215100",NA,"SUN domain-containing prot. put.",FALSE,0.821966613839361,2.01024849787887,1.15891406844857,1.71512537101557,1.24891996782826,1.10094786524177,0.954936581538793,1.64956686394231,1.30999949001821
"PF10_0342_v7.1_P1/2","PF3D7_1035100",NA,"probable prot. ukwn. func.",FALSE,-1.79351462603964,-2.25863951896324,-3.23200609910653,-1.26298665141791,-1.91878763452114,-2.62339186351884,-1.3468899233968,-2.50073882949623,-3.16033839551967
"PF14_0466_v7.1_P1/1","PF3D7_1448800",NA,"Appr-1-p processing domain prot.",FALSE,0.638183363343106,0.00247410136839424,0.0837306196161762,-0.696668578948171,0.422555978580908,-0.2494100861424,0.425760736956803,-0.317721046067317,-0.520769420184254
"MAL7P1.201_v7.1_P3/4","PF3D7_0705600",NA,"RNA helicase put.",FALSE,-0.0664648109762902,-0.511692218113501,0.372461686260508,-1.68309107164706,0.550633578007367,-0.324364925676685,-0.397469695457051,-0.542464273833622,-0.0158183569696996
"PFF0195C_v7.1_P1/6","PF3D7_0604000",NA,"cvd. Pl. prot. ukwn. func.",FALSE,0.229875819575278,-0.524474946264934,-0.204443053271996,-1.58068251952918,1.53810969959563,-0.690254858628569,0.156063364936032,0.015664207626882,-0.90143845699317
"PFL0520C_v7.1_P2/3","PF3D7_1210400",NA,"general transcription factor 3C polypeptide 5 put.",FALSE,0.978265109928499,1.31756490653086,0.195149864984133,2.06950013478189,0.487103771092885,0.531364992206785,1.23493606768331,0.804202376132069,0.75782993052508
"PFL1960W_v7.1_P2/7","PF3D7_1240600","VAR","erythrocyte memb. prot. 1 PfEMP1",FALSE,-0.0533353160192104,-1.02328450930798,-1.26735134835485,0.907853372210309,1.19897109124925,-0.478429360111878,1.56623316045317,1.39391821294906,-0.209492819447779
